cve_id,published,cvss_version,base_score,severity,attack_vector,attack_complexity,privileges_required,user_interaction,exploitability,products,n_products
CVE-2018-25247,2026-04-04,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,mybb:thankyou\/like_system,1
CVE-2018-25248,2026-04-04,3.1,7.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,mybb:mybb_downloads,1
CVE-2018-25249,2026-04-04,3.1,6.4,MEDIUM,NETWORK,LOW,LOW,NONE,3.1,mybb:my_arcade,1
CVE-2018-25250,2026-04-04,3.1,7.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,mybb:last_user_threads,1
CVE-2018-25251,2026-04-04,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,,0
CVE-2018-25252,2026-04-04,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,solarwinds:ftp_voyager,1
CVE-2018-25253,2026-04-04,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,compuphase:termite,1
CVE-2018-25254,2026-04-04,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,nico-ftp_project:nico-ftp,1
CVE-2018-25255,2026-04-04,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,,0
CVE-2016-20054,2026-04-04,3.1,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,nodcms:nodcms,1
CVE-2018-25246,2026-04-04,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5526,2026-04-04,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,tenda:4g03_pro_firmware,1
CVE-2026-5527,2026-04-05,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,tenda:4g03_pro_firmware,1
CVE-2026-5528,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5529,2026-04-05,3.1,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5530,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5531,2026-04-05,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5532,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2026-5533,2026-04-05,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2026-5534,2026-04-05,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5535,2026-04-05,3.1,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,tensoropera:fedml,1
CVE-2026-5536,2026-04-05,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,tensoropera:fedml,1
CVE-2026-5537,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5538,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5539,2026-04-05,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2026-5590,2026-04-05,3.1,6.4,MEDIUM,NETWORK,HIGH,LOW,NONE,1.6,zephyrproject:zephyr,1
CVE-2026-5540,2026-04-05,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5541,2026-04-05,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2026-5542,2026-04-05,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2026-5543,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5544,2026-04-05,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5546,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5547,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,tenda:ac10_firmware,1
CVE-2026-5548,2026-04-05,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,tenda:ac10_firmware,1
CVE-2026-5549,2026-04-05,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,tenda:ac10_firmware,1
CVE-2026-5550,2026-04-05,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,tenda:ac10_firmware,1
CVE-2026-5551,2026-04-05,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5552,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5553,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5554,2026-04-05,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5555,2026-04-05,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5556,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5557,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5558,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5559,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5560,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5561,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5562,2026-04-05,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,provectus:ui,1
CVE-2026-5563,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5564,2026-04-05,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5565,2026-04-05,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5566,2026-04-05,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5567,2026-04-05,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,tenda:m3_firmware,1
CVE-2026-5568,2026-04-05,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,2.1,,0
CVE-2026-5569,2026-04-05,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,technostrobe:hi-led-wr120-g2_firmware,1
CVE-2026-5570,2026-04-05,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,technostrobe:hi-led-wr120-g2_firmware,1
CVE-2026-5571,2026-04-05,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,technostrobe:hi-led-wr120-g2_firmware,1
CVE-2026-5572,2026-04-05,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,technostrobe:hi-led-wr120-g2_firmware,1
CVE-2026-5573,2026-04-05,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,technostrobe:hi-led-wr120-g2_firmware,1
CVE-2026-5574,2026-04-05,3.1,6.5,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,technostrobe:hi-led-wr120-g2_firmware,1
CVE-2026-5575,2026-04-05,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5576,2026-04-05,3.1,4.7,MEDIUM,NETWORK,LOW,HIGH,NONE,1.2,,0
CVE-2026-5577,2026-04-05,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,songli:cross_browser_fingerprinting,1
CVE-2026-5578,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5579,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5580,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5583,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5584,2026-04-05,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,fosowl:agenticseek,1
CVE-2026-5585,2026-04-05,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,tencent:ai-infra-guard,1
CVE-2026-5586,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5587,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5594,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5595,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2018-25256,2026-04-05,3.1,5.5,MEDIUM,LOCAL,LOW,NONE,REQUIRED,1.8,ks-soft:ip-tools,1
CVE-2019-25656,2026-04-05,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,,0
CVE-2019-25657,2026-04-05,3.1,5.5,MEDIUM,LOCAL,LOW,NONE,REQUIRED,1.8,anyburn:anyburn,1
CVE-2019-25658,2026-04-05,3.1,5.5,MEDIUM,LOCAL,LOW,NONE,REQUIRED,1.8,,0
CVE-2019-25659,2026-04-05,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,,0
CVE-2019-25660,2026-04-05,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,hainsoft:lanhelper,1
CVE-2019-25661,2026-04-05,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,,0
CVE-2019-25662,2026-04-05,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,montala:resourcespace,1
CVE-2019-25663,2026-04-05,3.1,7.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,salesagility:suitecrm,1
CVE-2019-25664,2026-04-05,3.1,7.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,salesagility:suitecrm,1
CVE-2019-25665,2026-04-05,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,river_past_ringtone_converter_project:river_past_ringtone_converter,1
CVE-2019-25666,2026-04-05,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,nsasoft:spotauditor,1
CVE-2019-25667,2026-04-05,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,iarsn:taskinfo,1
CVE-2019-25668,2026-04-05,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,phpscriptsmall:news_website_script,1
CVE-2019-25669,2026-04-05,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,qdpm:qdpm,1
CVE-2019-25670,2026-04-05,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,river_past_video_cleaner_project:river_past_video_cleaner,1
CVE-2019-25671,2026-04-05,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2019-25672,2026-04-05,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,kartatopia:piluscart,1
CVE-2019-25673,2026-04-05,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2019-25674,2026-04-05,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,victoralagwu:cmssite,1
CVE-2019-25675,2026-04-05,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,arcasolutions:edirectory,1
CVE-2019-25676,2026-04-05,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,phpscriptsmall:ask_expert_script,1
CVE-2019-25677,2026-04-05,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,rarlab:winrar,1
CVE-2019-25678,2026-04-05,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,gatech:computing_for_good\'s_basic_laboratory_information_system,1
CVE-2019-25679,2026-04-05,3.1,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,1.8,crun:realterm,1
CVE-2019-25680,2026-04-05,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,phpscriptsmall:advance_gift_shop_pro_script,1
CVE-2019-25681,2026-04-05,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,xlightftpd:xlight_ftp_server,1
CVE-2019-25682,2026-04-05,3.1,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,victoralagwu:cmssite,1
CVE-2019-25683,2026-04-05,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,filezilla-project:filezilla_client,1
CVE-2019-25684,2026-04-05,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,opendocman:opendocman,1
CVE-2019-25686,2026-04-05,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,coreftp:core_ftp,1
CVE-2019-25687,2026-04-05,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,wisdom:pegasus_cms,1
CVE-2019-25688,2026-04-05,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,marmotech:kados,1
CVE-2019-25690,2026-04-05,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,marmotech:kados,1
CVE-2019-25692,2026-04-05,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,marmotech:kados,1
CVE-2019-25694,2026-04-05,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,marmotech:kados,1
CVE-2019-25696,2026-04-05,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,marmotech:kados,1
CVE-2019-25698,2026-04-05,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,marmotech:kados,1
CVE-2019-25700,2026-04-05,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,marmotech:kados,1
CVE-2019-25702,2026-04-05,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,marmotech:kados,1
CVE-2019-25704,2026-04-05,3.1,8.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,marmotech:kados,1
CVE-2026-5596,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-35679,2026-04-05,3.1,3.5,LOW,NETWORK,HIGH,LOW,NONE,1.8,,0
CVE-2026-4272,2026-04-05,3.1,8.1,HIGH,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2026-5597,2026-04-05,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5601,2026-04-05,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5602,2026-04-05,3.1,5.3,MEDIUM,LOCAL,LOW,LOW,NONE,1.8,,0
CVE-2026-5603,2026-04-05,3.1,5.3,MEDIUM,LOCAL,LOW,LOW,NONE,1.8,,0
CVE-2026-5604,2026-04-05,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,tenda:ch22_firmware,1
CVE-2026-5605,2026-04-06,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,tenda:ch22_firmware,1
CVE-2026-5606,2026-04-06,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5607,2026-04-06,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5608,2026-04-06,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,belkin:f9k1122_firmware,1
CVE-2026-5609,2026-04-06,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,tenda:i12_firmware,1
CVE-2026-5610,2026-04-06,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,belkin:f9k1015_firmware,1
CVE-2026-5611,2026-04-06,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,belkin:f9k1015_firmware,1
CVE-2026-5612,2026-04-06,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,belkin:f9k1015_firmware,1
CVE-2026-5613,2026-04-06,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,belkin:f9k1015_firmware,1
CVE-2026-5614,2026-04-06,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,belkin:f9k1015_firmware,1
CVE-2026-5615,2026-04-06,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2026-5616,2026-04-06,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5618,2026-04-06,3.1,5.6,MEDIUM,NETWORK,HIGH,NONE,NONE,2.2,,0
CVE-2026-5619,2026-04-06,3.1,5.3,MEDIUM,LOCAL,LOW,LOW,NONE,1.8,,0
CVE-2026-5620,2026-04-06,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5621,2026-04-06,3.1,5.3,MEDIUM,LOCAL,LOW,LOW,NONE,1.8,,0
CVE-2026-5622,2026-04-06,3.1,3.7,LOW,NETWORK,HIGH,NONE,NONE,2.2,,0
CVE-2026-5623,2026-04-06,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5624,2026-04-06,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2026-5625,2026-04-06,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2026-5628,2026-04-06,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,belkin:f9k1015_firmware,1
CVE-2026-5629,2026-04-06,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,belkin:f9k1015_firmware,1
CVE-2026-5630,2026-04-06,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2026-5631,2026-04-06,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5632,2026-04-06,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-31405,2026-04-06,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,linux:linux_kernel,1
CVE-2026-31406,2026-04-06,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,linux:linux_kernel,1
CVE-2026-31407,2026-04-06,3.1,7.1,HIGH,LOCAL,LOW,LOW,NONE,1.8,linux:linux_kernel,1
CVE-2026-31408,2026-04-06,3.1,8.8,HIGH,ADJACENT,LOW,NONE,NONE,2.8,linux:linux_kernel,1
CVE-2026-31409,2026-04-06,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,linux:linux_kernel,1
CVE-2026-31410,2026-04-06,3.1,5.5,MEDIUM,LOCAL,LOW,LOW,NONE,1.8,linux:linux_kernel,1
CVE-2026-5633,2026-04-06,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5634,2026-04-06,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5635,2026-04-06,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5636,2026-04-06,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-37977,2026-04-06,3.1,3.7,LOW,NETWORK,HIGH,NONE,NONE,2.2,redhat:build_of_keycloak,1
CVE-2026-5637,2026-04-06,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5638,2026-04-06,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5639,2026-04-06,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5640,2026-04-06,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5641,2026-04-06,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5642,2026-04-06,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5643,2026-04-06,3.1,2.4,LOW,NETWORK,LOW,HIGH,REQUIRED,0.9,,0
CVE-2026-5644,2026-04-06,3.1,2.4,LOW,NETWORK,LOW,HIGH,REQUIRED,0.9,,0
CVE-2026-5673,2026-04-06,3.1,5.6,MEDIUM,LOCAL,LOW,LOW,REQUIRED,1.3,xiph:theora|redhat:enterprise_linux,2
CVE-2026-5645,2026-04-06,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5646,2026-04-06,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5647,2026-04-06,3.1,2.4,LOW,NETWORK,LOW,HIGH,REQUIRED,0.9,,0
CVE-2026-5648,2026-04-06,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5649,2026-04-06,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-5650,2026-04-06,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-3524,2026-04-06,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-30078,2026-04-06,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,openairinterface:oai-cn5g-amf,1
CVE-2026-5659,2026-04-06,3.1,6.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2026-5660,2026-04-06,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-25932,2026-04-06,3.1,7.2,HIGH,NETWORK,LOW,HIGH,NONE,1.2,glpi-project:glpi,1
CVE-2026-26026,2026-04-06,3.1,9.1,CRITICAL,NETWORK,LOW,HIGH,NONE,2.3,glpi-project:glpi,1
CVE-2026-26027,2026-04-06,3.1,7.5,HIGH,NETWORK,HIGH,NONE,REQUIRED,1.6,glpi-project:glpi,1
CVE-2026-26263,2026-04-06,3.1,8.1,HIGH,NETWORK,HIGH,NONE,NONE,2.2,glpi-project:glpi,1
CVE-2026-29047,2026-04-06,3.1,7.2,HIGH,NETWORK,LOW,HIGH,NONE,1.2,glpi-project:glpi,1
CVE-2026-31053,2026-04-06,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,rizin:rizin,1
CVE-2026-31058,2026-04-06,3.1,4.5,MEDIUM,ADJACENT,LOW,HIGH,NONE,0.9,utt:1200gw_firmware,1
CVE-2026-31059,2026-04-06,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,utt:520w_firmware,1
CVE-2026-31060,2026-04-06,3.1,4.5,MEDIUM,ADJACENT,LOW,HIGH,NONE,0.9,utt:810g_firmware,1
CVE-2026-31061,2026-04-06,3.1,4.5,MEDIUM,ADJACENT,LOW,HIGH,NONE,0.9,utt:810g_firmware,1
CVE-2026-31062,2026-04-06,3.1,4.5,MEDIUM,ADJACENT,LOW,HIGH,NONE,0.9,utt:520w_firmware,1
CVE-2026-31063,2026-04-06,3.1,4.5,MEDIUM,ADJACENT,LOW,HIGH,NONE,0.9,utt:1200gw_firmware,1
CVE-2026-31065,2026-04-06,3.1,4.5,MEDIUM,ADJACENT,LOW,HIGH,NONE,0.9,utt:520w_firmware,1
CVE-2026-31066,2026-04-06,3.1,4.5,MEDIUM,ADJACENT,LOW,HIGH,NONE,0.9,utt:810g_firmware,1
CVE-2026-31067,2026-04-06,3.1,6.8,MEDIUM,ADJACENT,LOW,HIGH,NONE,0.9,utt:520w_firmware,1
CVE-2026-31150,2026-04-06,3.1,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,kaleris:yard_management_solutions,1
CVE-2026-31151,2026-04-06,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,kaleris:yard_management_solutions,1
CVE-2026-31153,2026-04-06,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,2.3,,0
CVE-2026-32602,2026-04-06,3.1,4.2,MEDIUM,NETWORK,HIGH,LOW,NONE,1.6,homarr:homarr,1
CVE-2026-33403,2026-04-06,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,pi-hole:web_interface,1
CVE-2026-33404,2026-04-06,3.1,3.4,LOW,LOCAL,LOW,HIGH,NONE,0.8,pi-hole:web_interface,1
CVE-2026-33406,2026-04-06,3.1,5.4,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,pi-hole:web_interface,1
CVE-2026-33510,2026-04-06,3.1,8.8,HIGH,NETWORK,LOW,NONE,REQUIRED,2.8,homarr:homarr,1
CVE-2026-33540,2026-04-06,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,distribution_project:distribution,1
CVE-2026-34885,2026-04-06,3.1,8.5,HIGH,NETWORK,LOW,LOW,NONE,3.1,,0
CVE-2026-34897,2026-04-06,3.1,6.5,MEDIUM,NETWORK,LOW,LOW,REQUIRED,2.3,,0
CVE-2026-5661,2026-04-06,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5663,2026-04-06,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,offis:dcmtk,1
CVE-2024-14032,2026-04-06,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,twitch:twitch_studio,1
CVE-2025-47374,2026-04-06,3.1,6.5,MEDIUM,LOCAL,HIGH,LOW,NONE,1.0,qualcomm:fastconnect_6900_firmware|qualcomm:fastconnect_7800_firmware|qualcomm:pandeiro_firmware|qualcomm:qln1083bd_firmware|qualcomm:qln1086bd_firmware|qualcomm:qpa1083bd_firmware|qualcomm:qpa1086bd_firmware|qualcomm:qxm1083_firmware|qualcomm:qxm1086_firmware|qualcomm:qxm1093_firmware|qualcomm:qxm1094_firmware|qualcomm:qxm1095_firmware|qualcomm:qxm1096_firmware|qualcomm:sar1165p_firmware|qualcomm:sar2130p_firmware|qualcomm:snapdragon_ar1_gen_1_platform_firmware|qualcomm:snapdragon_ar1\+_gen_1_platform_firmware|qualcomm:sxr2230p_firmware|qualcomm:sxr2250p_firmware|qualcomm:sxr2330p_firmware|qualcomm:sxr2350p_firmware|qualcomm:wcd9380_firmware|qualcomm:wcd9385_firmware|qualcomm:wcn7860_firmware|qualcomm:wcn7861_firmware|qualcomm:wsa8830_firmware|qualcomm:wsa8832_firmware|qualcomm:wsa8835_firmware|qualcomm:xrv7209_firmware|qualcomm:xrv9209_firmware,30
