cve_id,published,cvss_version,base_score,severity,attack_vector,attack_complexity,privileges_required,user_interaction,exploitability,products,n_products
CVE-2025-47389,2026-04-06,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,qualcomm:ar8035_firmware|qualcomm:cologne_firmware|qualcomm:csra6620_firmware|qualcomm:csra6640_firmware|qualcomm:fastconnect_6200_firmware|qualcomm:snapdragon_x35_5g_modem-rf_system_firmware|qualcomm:snapdragon_x53_5g_modem-rf_system_firmware|qualcomm:snapdragon_x55_5g_modem-rf_system_firmware|qualcomm:snapdragon_x72_5g_modem-rf_system_firmware|qualcomm:snapdragon_x75_5g_modem-rf_system_firmware|qualcomm:snapdragon_xr2\+_gen_1_platform_firmware|qualcomm:snapdragon_xr2_5g_platform_firmware|qualcomm:srv1h_firmware|qualcomm:srv1l_firmware|qualcomm:srv1m_firmware|qualcomm:sw6100_firmware|qualcomm:sw6100p_firmware|qualcomm:sxr2330p_firmware|qualcomm:sxr2350p_firmware|qualcomm:themisto_firmware|qualcomm:video_collaboration_vc1_platform_firmware|qualcomm:video_collaboration_vc3_platform_firmware|qualcomm:wcd9335_firmware|qualcomm:wcd9340_firmware|qualcomm:wcd9370_firmware|qualcomm:wcd9375_firmware|qualcomm:wcd9378_firmware|qualcomm:wcd9378c_firmware|qualcomm:wcd9380_firmware|qualcomm:wcd9385_firmware|qualcomm:wcd9390_firmware|qualcomm:wcd9395_firmware|qualcomm:wcn3910_firmware|qualcomm:wcn3950_firmware|qualcomm:wcn3980_firmware|qualcomm:wcn3988_firmware|qualcomm:wcn6450_firmware|qualcomm:wcn6650_firmware|qualcomm:wcn6755_firmware|qualcomm:wcn7860_firmware,40
CVE-2025-47390,2026-04-06,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,qualcomm:qcm5430_firmware|qualcomm:qcm6490_firmware|qualcomm:video_collaboration_vc3_platform_firmware|qualcomm:sc8380xp_firmware|qualcomm:snapdragon_7c\+_gen_3_compute_firmware|qualcomm:snapdragon_8cx_gen_3_compute_platform_firmware|qualcomm:wcd9370_firmware|qualcomm:wcd9375_firmware|qualcomm:wcd9378c_firmware|qualcomm:wcd9380_firmware|qualcomm:wcd9385_firmware|qualcomm:wsa8830_firmware|qualcomm:wsa8835_firmware|qualcomm:wsa8840_firmware|qualcomm:wsa8845_firmware|qualcomm:wsa8845h_firmware|qualcomm:x2000077_firmware|qualcomm:x2000086_firmware|qualcomm:x2000090_firmware|qualcomm:x2000092_firmware|qualcomm:x2000094_firmware|qualcomm:xg101002_firmware|qualcomm:xg101032_firmware|qualcomm:xg101039_firmware|qualcomm:cologne_firmware|qualcomm:fastconnect_6700_firmware|qualcomm:fastconnect_6900_firmware|qualcomm:fastconnect_7800_firmware|qualcomm:qca0000_firmware,29
CVE-2025-47391,2026-04-06,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,qualcomm:wcn3988_firmware|qualcomm:wcn6450_firmware|qualcomm:wcn6650_firmware|qualcomm:wcn6755_firmware|qualcomm:wcn7860_firmware|qualcomm:wcn7861_firmware|qualcomm:wcn7880_firmware|qualcomm:wcn7881_firmware|qualcomm:wsa8810_firmware|qualcomm:wsa8815_firmware|qualcomm:wsa8830_firmware|qualcomm:wsa8832_firmware|qualcomm:wsa8835_firmware|qualcomm:wsa8840_firmware|qualcomm:wsa8845_firmware|qualcomm:wsa8845h_firmware|qualcomm:fastconnect_6200_firmware|qualcomm:fastconnect_6700_firmware|qualcomm:fastconnect_6900_firmware|qualcomm:fastconnect_7800_firmware|qualcomm:g2_gen_1_firmware|qualcomm:iq-615_firmware|qualcomm:iq-8275_firmware|qualcomm:iq-8300_firmware|qualcomm:iq-9100_firmware|qualcomm:iq-9075_firmware|qualcomm:lemans_au_lgit_firmware|qualcomm:lemansau_firmware|qualcomm:milos_firmware|qualcomm:monaco_iot_firmware|qualcomm:netrani_firmware|qualcomm:orne_firmware|qualcomm:palawan25_firmware|qualcomm:pandeiro_firmware|qualcomm:qam8255p_firmware|qualcomm:qam8397p_firmware|qualcomm:qamsrv1h_firmware|qualcomm:qamsrv1m_firmware|qualcomm:qca6391_firmware|qualcomm:qca6595_firmware,40
CVE-2025-47392,2026-04-06,3.1,8.8,HIGH,ADJACENT,LOW,NONE,NONE,2.8,qualcomm:5g_fixed_wireless_access_platform_firmware|qualcomm:ar8035_firmware|qualcomm:csra6620_firmware|qualcomm:csra6640_firmware|qualcomm:fastconnect_6200_firmware|qualcomm:snapdragon_690_5g_mobile_platform_firmware|qualcomm:snapdragon_695_5g_mobile_platform_firmware|qualcomm:snapdragon_7_gen_1_mobile_platform_firmware|qualcomm:snapdragon_7\+_gen_2_mobile_platform_firmware|qualcomm:snapdragon_778g_5g_mobile_platform_firmware|qualcomm:snapdragon_778g\+_5g_mobile_platform_firmware|qualcomm:snapdragon_782g_mobile_platform_firmware|qualcomm:snapdragon_7c_compute_platform_firmware|qualcomm:snapdragon_7c_gen_2_compute_platform_firmware|qualcomm:snapdragon_7c\+_gen_3_compute_firmware|qualcomm:snapdragon_7s_gen_3_mobile_platform_firmware|qualcomm:snapdragon_8_elite_firmware|qualcomm:snapdragon_8_gen_1_mobile_platform_firmware|qualcomm:snapdragon_8_gen_2_mobile_platform_firmware|qualcomm:snapdragon_8_gen_3_mobile_platform_firmware|qualcomm:snapdragon_8\+_gen_1_mobile_platform_firmware|qualcomm:snapdragon_8\+_gen_2_mobile_platform_firmware|qualcomm:snapdragon_865_5g_mobile_platform_firmware|qualcomm:snapdragon_865\+_5g_mobile_platform_firmware|qualcomm:snapdragon_870_5g_mobile_platform_firmware|qualcomm:snapdragon_888_5g_mobile_platform_firmware|qualcomm:snapdragon_888\+_5g_mobile_platform_firmware|qualcomm:snapdragon_auto_5g_modem-rf_firmware|qualcomm:snapdragon_auto_5g_modem-rf_gen_2_firmware|qualcomm:snapdragon_w5\+_gen_1_wearable_platform_firmware|qualcomm:snapdragon_x32_5g_modem-rf_system_firmware|qualcomm:snapdragon_x35_5g_modem-rf_system_firmware|qualcomm:snapdragon_x53_5g_modem-rf_system_firmware|qualcomm:snapdragon_x55_5g_modem-rf_system_firmware|qualcomm:snapdragon_x65_5g_modem-rf_system_firmware|qualcomm:snapdragon_x70_modem-rf_system_firmware|qualcomm:snapdragon_x72_5g_modem-rf_system_firmware|qualcomm:snapdragon_x75_5g_modem-rf_system_firmware|qualcomm:snapdragon_x80_5g_modem-rf_system_firmware|qualcomm:sw5100_firmware,40
CVE-2025-47400,2026-04-06,3.1,7.1,HIGH,LOCAL,LOW,LOW,NONE,1.8,qualcomm:pandeiro_firmware|qualcomm:snapdragon_8_elite_gen_5_firmware|qualcomm:sw6100_firmware|qualcomm:sw6100p_firmware|qualcomm:themisto_firmware|qualcomm:wcd9395_firmware|qualcomm:wcn7860_firmware|qualcomm:wcn7861_firmware|qualcomm:wsa8840_firmware|qualcomm:wsa8845_firmware|qualcomm:wsa8845h_firmware,11
CVE-2026-21367,2026-04-06,3.1,7.6,HIGH,NETWORK,HIGH,HIGH,REQUIRED,1.0,qualcomm:ar8035_firmware|qualcomm:cologne_firmware|qualcomm:csr8811_firmware|qualcomm:fastconnect_6200_firmware|qualcomm:fastconnect_6700_firmware|qualcomm:fastconnect_6900_firmware|qualcomm:fastconnect_7800_firmware|qualcomm:fwa_gen_3_ultra_firmware|qualcomm:g2_gen_1_firmware|qualcomm:immersive_home_214_platform_firmware|qualcomm:immersive_home_216_platform_firmware|qualcomm:immersive_home_316_platform_firmware|qualcomm:immersive_home_318_platform_firmware|qualcomm:ipq5010_firmware|qualcomm:ipq5028_firmware|qualcomm:ipq6000_firmware|qualcomm:ipq6010_firmware|qualcomm:ipq6018_firmware|qualcomm:ipq8076_firmware|qualcomm:ipq8078_firmware|qualcomm:ipq9574_firmware|qualcomm:milos_firmware|qualcomm:netrani_firmware|qualcomm:networking_pro_1200_platform_firmware|qualcomm:networking_pro_1210_platform_firmware|qualcomm:networking_pro_1610_platform_firmware|qualcomm:networking_pro_400_platform_firmware|qualcomm:networking_pro_600_platform_firmware|qualcomm:networking_pro_610_platform_firmware|qualcomm:networking_pro_800_platform_firmware|qualcomm:networking_pro_810_platform_firmware|qualcomm:orne_firmware|qualcomm:palawan25_firmware|qualcomm:pandeiro_firmware|qualcomm:qca4024_firmware|qualcomm:qca6391_firmware|qualcomm:qca6698au_firmware|qualcomm:qca6777aq_firmware|qualcomm:qca6787aq_firmware|qualcomm:qca6797aq_firmware,40
CVE-2026-21371,2026-04-06,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,"qualcomm:snapdragon_8cx_compute_platform_\""poipu_pro\""_firmware|qualcomm:snapdragon_8cx_gen_2_5g_compute_platform_firmware|qualcomm:snapdragon_8cx_gen_2_5g_compute_platform_\""poipu_pro\""_firmware|qualcomm:snapdragon_8cx_gen_3_compute_platform_firmware|qualcomm:wcd9340_firmware|qualcomm:snapdragon_8cx_compute_platform_firmware|qualcomm:snapdragon_8c_compute_platform_\(sc8180xp-ad\)_firmware|qualcomm:snapdragon_8c_compute_platform_firmware|qualcomm:snapdragon_7c\+_gen_3_compute_firmware|qualcomm:snapdragon_7c_gen_2_compute_platform_firmware|qualcomm:snapdragon_7c_compute_platform_firmware|qualcomm:snapdragon_662_mobile_platform_firmware|qualcomm:snapdragon_460_mobile_platform_firmware|qualcomm:sm6250_firmware|qualcomm:sc8380xp_firmware|qualcomm:video_collaboration_vc3_platform_firmware|qualcomm:qcm6490_firmware|qualcomm:qcm5430_firmware|qualcomm:qca6430_firmware|qualcomm:qca6420_firmware|qualcomm:qca6391_firmware|qualcomm:qca0000_firmware|qualcomm:fastconnect_7800_firmware|qualcomm:fastconnect_6900_firmware|qualcomm:fastconnect_6800_firmware|qualcomm:fastconnect_6700_firmware|qualcomm:fastconnect_6200_firmware|qualcomm:cologne_firmware|qualcomm:aqt1000_firmware|qualcomm:wcd9341_firmware|qualcomm:wcd9370_firmware|qualcomm:wcd9375_firmware|qualcomm:wcd9378c_firmware|qualcomm:wcd9380_firmware|qualcomm:wcd9385_firmware|qualcomm:wcn3950_firmware|qualcomm:wcn3988_firmware|qualcomm:wsa8810_firmware|qualcomm:wsa8815_firmware|qualcomm:wsa8830_firmware",40
CVE-2026-21372,2026-04-06,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,qualcomm:x2000094_firmware|qualcomm:xg101002_firmware|qualcomm:xg101032_firmware|qualcomm:xg101039_firmware|qualcomm:x2000092_firmware|qualcomm:x2000090_firmware|qualcomm:x2000086_firmware|qualcomm:x2000077_firmware|qualcomm:wsa8845h_firmware|qualcomm:wsa8845_firmware|qualcomm:wsa8840_firmware|qualcomm:wcn3988_firmware|qualcomm:wcn3950_firmware|qualcomm:wcd9385_firmware|qualcomm:wcd9380_firmware|qualcomm:wcd9378c_firmware|qualcomm:wcd9375_firmware|qualcomm:wcd9370_firmware|qualcomm:snapdragon_7c\+_gen_3_compute_firmware|qualcomm:snapdragon_662_mobile_platform_firmware|qualcomm:snapdragon_460_mobile_platform_firmware|qualcomm:video_collaboration_vc3_platform_firmware|qualcomm:qcm6490_firmware|qualcomm:qcm5430_firmware|qualcomm:fastconnect_7800_firmware|qualcomm:fastconnect_6900_firmware|qualcomm:fastconnect_6700_firmware|qualcomm:cologne_firmware,28
CVE-2026-21373,2026-04-06,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,"qualcomm:aqt1000_firmware|qualcomm:cologne_firmware|qualcomm:fastconnect_6200_firmware|qualcomm:fastconnect_6700_firmware|qualcomm:fastconnect_6800_firmware|qualcomm:fastconnect_6900_firmware|qualcomm:fastconnect_7800_firmware|qualcomm:qca0000_firmware|qualcomm:qca6391_firmware|qualcomm:qca6420_firmware|qualcomm:qca6430_firmware|qualcomm:wcd9385_firmware|qualcomm:wcn3950_firmware|qualcomm:wcn3988_firmware|qualcomm:wsa8810_firmware|qualcomm:wsa8815_firmware|qualcomm:wsa8830_firmware|qualcomm:wsa8832_firmware|qualcomm:wsa8835_firmware|qualcomm:wsa8840_firmware|qualcomm:wsa8845_firmware|qualcomm:wsa8845h_firmware|qualcomm:x2000077_firmware|qualcomm:x2000086_firmware|qualcomm:x2000090_firmware|qualcomm:x2000092_firmware|qualcomm:x2000094_firmware|qualcomm:xg101002_firmware|qualcomm:xg101032_firmware|qualcomm:xg101039_firmware|qualcomm:wcd9380_firmware|qualcomm:wcd9378c_firmware|qualcomm:wcd9375_firmware|qualcomm:wcd9370_firmware|qualcomm:wcd9341_firmware|qualcomm:wcd9340_firmware|qualcomm:snapdragon_ar1_gen_1_platform_firmware|qualcomm:snapdragon_8cx_gen_3_compute_platform_firmware|qualcomm:snapdragon_8cx_gen_2_5g_compute_platform_\""poipu_pro\""_firmware|qualcomm:snapdragon_8cx_gen_2_5g_compute_platform_firmware",40
CVE-2026-21374,2026-04-06,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,"qualcomm:sm6250_firmware|qualcomm:snapdragon_460_mobile_platform_firmware|qualcomm:snapdragon_662_mobile_platform_firmware|qualcomm:snapdragon_7c_compute_platform_firmware|qualcomm:snapdragon_7c_gen_2_compute_platform_firmware|qualcomm:snapdragon_7c\+_gen_3_compute_firmware|qualcomm:snapdragon_8c_compute_platform_firmware|qualcomm:snapdragon_8c_compute_platform_\(sc8180xp-ad\)_firmware|qualcomm:snapdragon_8cx_compute_platform_firmware|qualcomm:snapdragon_8cx_compute_platform_\""poipu_pro\""_firmware|qualcomm:snapdragon_8cx_gen_2_5g_compute_platform_firmware|qualcomm:snapdragon_8cx_gen_2_5g_compute_platform_\""poipu_pro\""_firmware|qualcomm:snapdragon_8cx_gen_3_compute_platform_firmware|qualcomm:snapdragon_ar1_gen_1_platform_firmware|qualcomm:wcd9340_firmware|qualcomm:wcd9341_firmware|qualcomm:wcd9370_firmware|qualcomm:wcd9375_firmware|qualcomm:wcd9378c_firmware|qualcomm:wcd9380_firmware|qualcomm:wcd9385_firmware|qualcomm:wcn3950_firmware|qualcomm:wcn3988_firmware|qualcomm:wsa8810_firmware|qualcomm:wsa8815_firmware|qualcomm:wsa8830_firmware|qualcomm:wsa8832_firmware|qualcomm:wsa8835_firmware|qualcomm:wsa8840_firmware|qualcomm:wsa8845_firmware|qualcomm:sc8380xp_firmware|qualcomm:video_collaboration_vc3_platform_firmware|qualcomm:qcm6490_firmware|qualcomm:qcm5430_firmware|qualcomm:qca6430_firmware|qualcomm:qca6420_firmware|qualcomm:qca6391_firmware|qualcomm:qca0000_firmware|qualcomm:fastconnect_7800_firmware|qualcomm:fastconnect_6900_firmware",40
CVE-2026-21375,2026-04-06,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,qualcomm:wcn3988_firmware|qualcomm:wsa8830_firmware|qualcomm:wsa8832_firmware|qualcomm:wsa8835_firmware|qualcomm:wsa8840_firmware|qualcomm:wsa8845_firmware|qualcomm:wsa8845h_firmware|qualcomm:x2000077_firmware|qualcomm:x2000086_firmware|qualcomm:x2000090_firmware|qualcomm:x2000092_firmware|qualcomm:x2000094_firmware|qualcomm:xg101002_firmware|qualcomm:xg101032_firmware|qualcomm:xg101039_firmware|qualcomm:wcn3950_firmware|qualcomm:wcd9385_firmware|qualcomm:wcd9380_firmware|qualcomm:wcd9378c_firmware|qualcomm:wcd9375_firmware|qualcomm:wcd9370_firmware|qualcomm:snapdragon_ar1_gen_1_platform_firmware|qualcomm:snapdragon_8cx_gen_3_compute_platform_firmware|qualcomm:snapdragon_7c\+_gen_3_compute_firmware|qualcomm:snapdragon_662_mobile_platform_firmware|qualcomm:snapdragon_460_mobile_platform_firmware|qualcomm:sc8380xp_firmware|qualcomm:video_collaboration_vc3_platform_firmware|qualcomm:qcm6490_firmware|qualcomm:qcm5430_firmware|qualcomm:qca0000_firmware|qualcomm:fastconnect_7800_firmware|qualcomm:fastconnect_6900_firmware|qualcomm:fastconnect_6700_firmware|qualcomm:cologne_firmware,35
CVE-2026-21376,2026-04-06,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,"qualcomm:aqt1000_firmware|qualcomm:cologne_firmware|qualcomm:fastconnect_6200_firmware|qualcomm:fastconnect_6700_firmware|qualcomm:fastconnect_6800_firmware|qualcomm:fastconnect_6900_firmware|qualcomm:wcd9341_firmware|qualcomm:wcd9370_firmware|qualcomm:wcd9375_firmware|qualcomm:wcd9378c_firmware|qualcomm:wcd9380_firmware|qualcomm:wcd9385_firmware|qualcomm:wcn3950_firmware|qualcomm:wcn3988_firmware|qualcomm:wsa8810_firmware|qualcomm:wsa8815_firmware|qualcomm:wsa8830_firmware|qualcomm:wsa8832_firmware|qualcomm:wsa8835_firmware|qualcomm:wsa8840_firmware|qualcomm:wsa8845_firmware|qualcomm:wsa8845h_firmware|qualcomm:x2000077_firmware|qualcomm:x2000086_firmware|qualcomm:x2000090_firmware|qualcomm:x2000092_firmware|qualcomm:x2000094_firmware|qualcomm:xg101002_firmware|qualcomm:xg101032_firmware|qualcomm:xg101039_firmware|qualcomm:wcd9340_firmware|qualcomm:snapdragon_ar1_gen_1_platform_firmware|qualcomm:snapdragon_8cx_gen_3_compute_platform_firmware|qualcomm:snapdragon_8cx_gen_2_5g_compute_platform_\""poipu_pro\""_firmware|qualcomm:snapdragon_8cx_gen_2_5g_compute_platform_firmware|qualcomm:snapdragon_8cx_compute_platform_\""poipu_pro\""_firmware|qualcomm:snapdragon_8cx_compute_platform_firmware|qualcomm:snapdragon_8c_compute_platform_\(sc8180xp-ad\)_firmware|qualcomm:snapdragon_8c_compute_platform_firmware|qualcomm:snapdragon_7c\+_gen_3_compute_firmware",40
CVE-2026-21378,2026-04-06,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,qualcomm:wcd9375_firmware|qualcomm:wcd9378c_firmware|qualcomm:wcd9380_firmware|qualcomm:wcd9385_firmware|qualcomm:wcn3950_firmware|qualcomm:wcn3988_firmware|qualcomm:wsa8810_firmware|qualcomm:wsa8815_firmware|qualcomm:wsa8830_firmware|qualcomm:wsa8832_firmware|qualcomm:wsa8835_firmware|qualcomm:wsa8840_firmware|qualcomm:wsa8845_firmware|qualcomm:wsa8845h_firmware|qualcomm:x2000077_firmware|qualcomm:x2000086_firmware|qualcomm:aqt1000_firmware|qualcomm:cologne_firmware|qualcomm:fastconnect_6200_firmware|qualcomm:fastconnect_6700_firmware|qualcomm:fastconnect_6800_firmware|qualcomm:x2000090_firmware|qualcomm:x2000092_firmware|qualcomm:x2000094_firmware|qualcomm:xg101002_firmware|qualcomm:xg101032_firmware|qualcomm:xg101039_firmware|qualcomm:wcd9370_firmware|qualcomm:wcd9341_firmware|qualcomm:wcd9340_firmware|qualcomm:snapdragon_ar1_gen_1_platform_firmware|qualcomm:snapdragon_8cx_gen_3_compute_platform_firmware|qualcomm:snapdragon_8cx_gen_2_5g_compute_platform_firmware|qualcomm:snapdragon_8cx_compute_platform_firmware|qualcomm:snapdragon_8c_compute_platform_firmware|qualcomm:snapdragon_7c\+_gen_3_compute_firmware|qualcomm:snapdragon_7c_gen_2_compute_platform_firmware|qualcomm:snapdragon_7c_compute_platform_firmware|qualcomm:snapdragon_662_mobile_platform_firmware|qualcomm:snapdragon_460_mobile_platform_firmware,40
CVE-2026-21380,2026-04-06,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,qualcomm:cologne_firmware|qualcomm:fastconnect_6900_firmware|qualcomm:fastconnect_7800_firmware|qualcomm:qca0000_firmware|qualcomm:sc8380xp_firmware|qualcomm:snapdragon_ar1_gen_1_platform_firmware|qualcomm:wcd9378c_firmware|qualcomm:wcd9380_firmware|qualcomm:wcd9385_firmware|qualcomm:wsa8830_firmware|qualcomm:wsa8832_firmware|qualcomm:wsa8835_firmware|qualcomm:wsa8840_firmware|qualcomm:wsa8845_firmware|qualcomm:wsa8845h_firmware|qualcomm:x2000077_firmware|qualcomm:x2000086_firmware|qualcomm:x2000090_firmware|qualcomm:x2000092_firmware|qualcomm:x2000094_firmware|qualcomm:xg101002_firmware|qualcomm:xg101032_firmware|qualcomm:xg101039_firmware,23
CVE-2026-21381,2026-04-06,3.1,7.6,HIGH,NETWORK,HIGH,HIGH,REQUIRED,1.0,qualcomm:ar8035_firmware|qualcomm:cologne_firmware|qualcomm:fastconnect_6200_firmware|qualcomm:fastconnect_6700_firmware|qualcomm:fastconnect_6900_firmware|qualcomm:fastconnect_7800_firmware|qualcomm:fwa_gen_3_ultra_firmware|qualcomm:g2_gen_1_firmware|qualcomm:milos_firmware|qualcomm:netrani_firmware|qualcomm:orne_firmware|qualcomm:palawan25_firmware|qualcomm:pandeiro_firmware|qualcomm:qca6391_firmware|qualcomm:qca6698au_firmware|qualcomm:qca6777aq_firmware|qualcomm:qca6787aq_firmware|qualcomm:qca6797aq_firmware|qualcomm:qca8081_firmware|qualcomm:qca8337_firmware|qualcomm:qcc2073_firmware|qualcomm:qcc2076_firmware|qualcomm:qcc710_firmware|qualcomm:qcn6224_firmware|qualcomm:qcn6274_firmware|qualcomm:qcn9011_firmware|qualcomm:qcn9012_firmware|qualcomm:qcs8550_firmware|qualcomm:qfw7114_firmware|qualcomm:qfw7124_firmware|qualcomm:qln1083bd_firmware|qualcomm:qln1086bd_firmware|qualcomm:qmp1000_firmware|qualcomm:qpa1083bd_firmware|qualcomm:qpa1086bd_firmware|qualcomm:qxm1083_firmware|qualcomm:qxm1086_firmware|qualcomm:qxm1093_firmware|qualcomm:qxm1094_firmware|qualcomm:qxm1095_firmware,40
CVE-2026-21382,2026-04-06,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,qualcomm:cologne_firmware|qualcomm:fastconnect_6900_firmware|qualcomm:fastconnect_7800_firmware|qualcomm:qca0000_firmware|qualcomm:sc8380xp_firmware|qualcomm:wcd9378c_firmware|qualcomm:wcd9380_firmware|qualcomm:wcd9385_firmware|qualcomm:wsa8840_firmware|qualcomm:wsa8845_firmware|qualcomm:wsa8845h_firmware|qualcomm:x2000077_firmware|qualcomm:x2000086_firmware|qualcomm:x2000090_firmware|qualcomm:x2000092_firmware|qualcomm:x2000094_firmware|qualcomm:xg101002_firmware|qualcomm:xg101032_firmware|qualcomm:xg101039_firmware,19
CVE-2026-31350,2026-04-06,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,2.3,feehi:feehi_cms,1
CVE-2026-31351,2026-04-06,3.1,4.8,MEDIUM,NETWORK,LOW,HIGH,REQUIRED,1.7,feehi:feehi_cms,1
CVE-2026-31352,2026-04-06,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,2.3,feehi:feehi_cms,1
CVE-2026-31353,2026-04-06,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,2.3,feehi:feehi_cms,1
CVE-2026-31354,2026-04-06,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,2.3,feehi:feehi_cms,1
CVE-2026-33405,2026-04-06,3.1,3.1,LOW,LOCAL,LOW,HIGH,REQUIRED,0.6,pi-hole:web_interface,1
CVE-2026-33727,2026-04-06,3.1,6.4,MEDIUM,LOCAL,HIGH,HIGH,NONE,0.5,pi-hole:pi-hole,1
CVE-2026-33752,2026-04-06,3.1,8.6,HIGH,NETWORK,LOW,NONE,NONE,3.9,lexiforest:curl_cffi,1
CVE-2026-34148,2026-04-06,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,fedify:fedify\/fedify|fedify:fedify\/vocab-runtime,2
CVE-2026-34208,2026-04-06,3.1,10.0,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,nyariv:sandboxjs,1
CVE-2026-34211,2026-04-06,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,nyariv:sandboxjs,1
CVE-2026-34217,2026-04-06,3.1,7.2,HIGH,NETWORK,LOW,NONE,NONE,3.9,nyariv:sandboxjs,1
CVE-2026-34378,2026-04-06,3.1,6.5,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,openexr:openexr,1
CVE-2026-34379,2026-04-06,3.1,7.1,HIGH,NETWORK,LOW,NONE,REQUIRED,2.8,openexr:openexr,1
CVE-2026-34380,2026-04-06,3.1,5.9,MEDIUM,NETWORK,HIGH,NONE,REQUIRED,1.6,openexr:openexr,1
CVE-2026-34444,2026-04-06,3.1,10.0,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,scoder:lupa,1
CVE-2026-34588,2026-04-06,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,1.8,openexr:openexr,1
CVE-2026-34589,2026-04-06,3.1,5.0,MEDIUM,LOCAL,LOW,LOW,REQUIRED,1.3,openexr:openexr,1
CVE-2026-34753,2026-04-06,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,vllm:vllm,1
CVE-2026-34755,2026-04-06,3.1,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,vllm:vllm,1
CVE-2026-34756,2026-04-06,3.1,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,vllm:vllm,1
CVE-2026-34764,2026-04-06,3.1,2.3,LOW,LOCAL,LOW,HIGH,NONE,0.8,electronjs:electron,1
CVE-2026-34940,2026-04-06,3.1,8.7,HIGH,NETWORK,LOW,HIGH,NONE,2.3,kubeai:kubeai,1
CVE-2026-34950,2026-04-06,3.1,9.1,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,nearform:fast-jwt,1
CVE-2026-34951,2026-04-06,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,salesforce:workbench,1
CVE-2026-34969,2026-04-06,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,nhost:nhost\/auth,1
CVE-2026-34982,2026-04-06,3.1,8.2,HIGH,LOCAL,LOW,NONE,REQUIRED,1.8,vim:vim,1
CVE-2026-5665,2026-04-06,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5666,2026-04-06,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-5704,2026-04-06,3.1,5.0,MEDIUM,LOCAL,LOW,LOW,REQUIRED,1.3,gnu:tar|redhat:hardened_images|redhat:enterprise_linux,3
CVE-2026-31313,2026-04-06,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,2.3,feehi:feehi_cms,1
CVE-2026-34783,2026-04-06,3.1,8.1,HIGH,NETWORK,LOW,NONE,REQUIRED,2.8,montferret:ferret,1
CVE-2026-34841,2026-04-06,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,usebruno:bruno,1
CVE-2026-34975,2026-04-06,3.1,8.5,HIGH,NETWORK,LOW,LOW,NONE,3.1,useplunk:plunk,1
CVE-2026-34976,2026-04-06,3.1,10.0,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,dgraph:dgraph,1
CVE-2026-34977,2026-04-06,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,aperisolve:aperisolve,1
CVE-2026-34981,2026-04-06,3.1,5.8,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,pavelzbornik:whisperx_rest_api,1
CVE-2026-34986,2026-04-06,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,go-jose_project:go-jose,1
CVE-2026-34989,2026-04-06,3.1,9.0,CRITICAL,NETWORK,LOW,LOW,REQUIRED,2.3,ci4-cms-erp:ci4ms,1
CVE-2026-34992,2026-04-06,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,linuxfoundation:antrea,1
CVE-2026-35029,2026-04-06,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,litellm:litellm,1
